year,month,day,hour,count,holidays,weekday,workday,tempC,precipMM,humidity,windspeedKmph,weatherDesc2
2016,9,4,0,8,0,6,0,17,0.0,82,14,Clear
2016,9,4,2,2,0,6,0,17,0.0,81,18,Clear
2016,9,4,7,1,0,6,0,19,0.0,67,19,Sunny
2016,9,4,8,3,0,6,0,21,0.0,62,20,Sunny
2016,9,4,9,10,0,6,0,22,0.0,56,21,Sunny
2016,9,4,10,36,0,6,0,23,0.0,53,19,Sunny
2016,9,4,11,32,0,6,0,24,0.0,51,17,Sunny
2016,9,4,12,48,0,6,0,25,0.0,48,14,Sunny
2016,9,4,13,66,0,6,0,25,0.0,48,15,Sunny
2016,9,4,14,39,0,6,0,25,0.0,48,16,Sunny
2016,9,4,15,61,0,6,0,26,0.0,49,17,Sunny
2016,9,4,16,60,0,6,0,24,0.0,53,14,Sunny
2016,9,4,17,40,0,6,0,23,0.0,58,11,Sunny
2016,9,4,18,65,0,6,0,22,0.0,63,8,Clear
2016,9,4,19,43,0,6,0,21,0.0,65,10,Clear
2016,9,4,20,23,0,6,0,21,0.0,66,12,Clear
2016,9,4,21,16,0,6,0,20,0.0,68,13,Clear
2016,9,4,22,7,0,6,0,19,0.0,69,14,Clear
2016,9,4,23,3,0,6,0,19,0.0,69,15,Clear
2016,9,5,0,4,0,0,1,18,0.0,70,16,Clear
2016,9,5,1,7,0,0,1,18,0.0,69,17,Clear
2016,9,5,7,1,0,0,1,19,0.0,62,16,Sunny
2016,9,5,8,7,0,0,1,21,0.0,58,18,Sunny
2016,9,5,9,21,0,0,1,22,0.0,55,20,Sunny
2016,9,5,10,20,0,0,1,23,0.0,54,19,Sunny
2016,9,5,11,35,0,0,1,25,0.0,52,18,Sunny
2016,9,5,12,61,0,0,1,26,0.0,51,17,Sunny
2016,9,5,13,29,0,0,1,26,0.0,50,18,Sunny
2016,9,5,14,34,0,0,1,27,0.0,50,19,Sunny
2016,9,5,15,40,0,0,1,27,0.0,50,20,Sunny
2016,9,5,16,55,0,0,1,26,0.0,55,18,Sunny
2016,9,5,17,60,0,0,1,24,0.0,60,17,Sunny
2016,9,5,18,33,0,0,1,23,0.0,65,15,Clear
2016,9,5,19,31,0,0,1,23,0.0,68,18,Clear
2016,9,5,20,14,0,0,1,22,0.0,70,20,Clear
2016,9,5,21,10,0,0,1,22,0.0,73,22,Clear
2016,9,5,22,8,0,0,1,21,0.0,69,23,Clear
2016,9,5,23,6,0,0,1,21,0.0,65,24,Partly cloudy
2016,9,6,1,6,0,1,1,21,0.0,63,27,Partly cloudy
2016,9,6,5,1,0,1,1,21,0.0,68,26,Partly cloudy
2016,9,6,6,21,0,1,1,21,0.0,69,24,Partly cloudy
2016,9,6,7,32,0,1,1,21,0.0,69,27,Partly cloudy
2016,9,6,8,35,0,1,1,21,0.0,70,30,Partly cloudy
2016,9,6,9,39,0,1,1,22,0.0,70,33,Partly cloudy
2016,9,6,10,16,0,1,1,23,0.0,67,30,Partly cloudy
2016,9,6,11,18,0,1,1,25,0.0,63,27,Cloudy
2016,9,6,12,20,0,1,1,26,0.0,60,24,Cloudy
2016,9,6,13,24,0,1,1,26,0.0,61,26,Cloudy
2016,9,6,14,17,0,1,1,26,0.0,63,27,Cloudy
2016,9,6,15,25,0,1,1,26,0.0,64,29,Cloudy
2016,9,6,16,21,0,1,1,25,0.0,68,25,Cloudy
2016,9,6,17,34,0,1,1,24,0.0,72,20,Cloudy
2016,9,6,18,37,0,1,1,23,0.0,76,16,Cloudy
2016,9,6,19,26,0,1,1,22,0.0,79,18,Cloudy
2016,9,6,20,18,0,1,1,22,0.0,81,20,Overcast
2016,9,6,21,21,0,1,1,22,0.0,83,22,Overcast
2016,9,6,22,2,0,1,1,22,0.0,84,21,Overcast
2016,9,6,23,3,0,1,1,22,0.1,84,20,Light rain shower
2016,9,7,0,3,0,2,1,21,0.1,85,19,Light rain shower
2016,9,7,5,2,0,2,1,21,0.0,86,21,Overcast
2016,9,7,6,24,0,2,1,21,0.0,86,19,Overcast
2016,9,7,7,35,0,2,1,22,0.0,83,21,Overcast
2016,9,7,8,58,0,2,1,23,0.0,81,22,Cloudy
2016,9,7,9,32,0,2,1,24,0.0,79,23,Cloudy
2016,9,7,10,7,0,2,1,25,0.0,73,20,Cloudy
2016,9,7,11,20,0,2,1,26,0.0,66,16,Cloudy
2016,9,7,12,20,0,2,1,28,0.0,60,13,Cloudy
2016,9,7,13,34,0,2,1,28,0.0,61,13,Cloudy
2016,9,7,14,15,0,2,1,28,0.1,62,13,Patchy rain possible
2016,9,7,15,14,0,2,1,28,0.1,62,13,Patchy rain possible
2016,9,7,16,22,0,2,1,26,0.0,68,11,Patchy rain possible
2016,9,7,17,37,0,2,1,25,0.1,73,8,Patchy rain possible
2016,9,7,18,44,0,2,1,24,0.1,78,5,Patchy rain possible
2016,9,7,19,40,0,2,1,24,0.0,81,6,Patchy rain possible
2016,9,7,20,16,0,2,1,23,0.0,85,6,Clear
2016,9,7,21,13,0,2,1,23,0.0,88,7,Clear
2016,9,7,22,24,0,2,1,22,0.0,89,6,Clear
2016,9,7,23,8,0,2,1,22,0.0,91,4,Clear
2016,9,8,0,2,0,3,1,22,0.0,92,3,Clear
2016,9,8,3,1,0,3,1,21,0.0,93,4,Clear
2016,9,8,5,3,0,3,1,22,0.0,89,3,Partly cloudy
2016,9,8,6,23,0,3,1,23,0.0,87,3,Partly cloudy
2016,9,8,7,29,0,3,1,24,0.0,82,6,Partly cloudy
2016,9,8,8,69,0,3,1,25,0.0,77,9,Partly cloudy
2016,9,8,9,39,0,3,1,26,0.0,72,12,Partly cloudy
2016,9,8,10,20,0,3,1,27,0.0,69,11,Partly cloudy
2016,9,8,11,19,0,3,1,28,0.0,66,11,Sunny
2016,9,8,12,21,0,3,1,29,0.0,63,10,Sunny
2016,9,8,13,29,0,3,1,29,0.0,64,10,Sunny
2016,9,8,14,21,0,3,1,30,0.1,65,10,Patchy rain possible
2016,9,8,15,30,0,3,1,30,0.1,66,10,Patchy rain possible
2016,9,8,16,22,0,3,1,29,0.0,70,9,Patchy rain possible
2016,9,8,17,44,0,3,1,28,0.1,75,7,Patchy rain possible
2016,9,8,18,48,0,3,1,27,0.2,80,6,Patchy rain possible
2016,9,8,19,38,0,3,1,26,0.1,80,8,Patchy rain possible
2016,9,8,20,19,0,3,1,26,0.0,81,10,Partly cloudy
2016,9,8,21,15,0,3,1,25,0.0,81,12,Partly cloudy
2016,9,8,22,14,0,3,1,25,0.0,82,12,Partly cloudy
2016,9,8,23,7,0,3,1,25,0.0,83,12,Partly cloudy
2016,9,9,0,1,0,4,1,24,0.1,84,12,Partly cloudy
2016,9,9,1,2,0,4,1,24,0.0,84,13,Partly cloudy
2016,9,9,4,2,0,4,1,25,0.1,83,12,Patchy rain possible
2016,9,9,5,1,0,4,1,25,0.2,83,10,Patchy rain possible
2016,9,9,6,22,0,4,1,25,0.2,84,7,Patchy rain possible
2016,9,9,7,20,0,4,1,26,0.1,79,8,Patchy rain possible
2016,9,9,8,43,0,4,1,27,0.3,75,9,Light rain shower
2016,9,9,9,34,0,4,1,28,0.4,71,10,Light rain shower
2016,9,9,10,19,0,4,1,29,0.2,69,9,Light rain shower
2016,9,9,11,10,0,4,1,29,0.4,67,7,Light rain shower
2016,9,9,12,13,0,4,1,30,0.6,65,5,Light rain shower
2016,9,9,13,32,0,4,1,30,0.3,67,6,Light rain shower
2016,9,9,14,9,0,4,1,29,1.7,69,6,Moderate or heavy rain shower
2016,9,9,15,33,0,4,1,29,2.3,71,7,Moderate or heavy rain shower
2016,9,9,16,28,0,4,1,28,1.2,75,6,Moderate or heavy rain shower
2016,9,9,17,39,0,4,1,27,4.9,79,5,Torrential rain shower
2016,9,9,18,33,0,4,1,26,6.5,83,4,Torrential rain shower
2016,9,9,19,33,0,4,1,26,3.2,83,4,Torrential rain shower
2016,9,9,20,10,0,4,1,25,1.4,83,5,Moderate or heavy rain shower
2016,9,9,21,10,0,4,1,25,1.8,84,6,Moderate or heavy rain shower
2016,9,9,22,6,0,4,1,25,0.9,83,6,Moderate or heavy rain shower
2016,9,9,23,2,0,4,1,24,1.8,83,7,Moderate or heavy rain shower
2016,9,10,0,4,0,5,0,24,3.5,83,7,Moderate or heavy rain shower
2016,9,10,1,1,0,5,0,24,1.8,83,7,Moderate or heavy rain shower
2016,9,10,2,4,0,5,0,24,1.7,83,7,Moderate or heavy rain shower
2016,9,10,3,1,0,5,0,24,2.2,83,7,Moderate or heavy rain shower
2016,9,10,4,1,0,5,0,24,1.1,83,7,Moderate or heavy rain shower
2016,9,10,5,1,0,5,0,24,2.6,84,7,Torrential rain shower
2016,9,10,6,2,0,5,0,24,3.4,85,6,Torrential rain shower
2016,9,10,7,9,0,5,0,25,1.7,81,8,Torrential rain shower
2016,9,10,8,14,0,5,0,26,0.1,78,10,Patchy rain possible
2016,9,10,9,19,0,5,0,28,0.2,75,12,Patchy rain possible
2016,9,10,10,18,0,5,0,28,0.1,71,11,Patchy rain possible
2016,9,10,11,32,0,5,0,29,0.2,67,11,Patchy rain possible
2016,9,10,12,41,0,5,0,30,0.2,64,11,Patchy rain possible
2016,9,10,13,35,0,5,0,30,0.1,65,13,Patchy rain possible
2016,9,10,14,24,0,5,0,30,0.1,66,16,Patchy rain possible
2016,9,10,15,41,0,5,0,30,0.2,68,18,Patchy rain possible
2016,9,10,16,32,0,5,0,29,0.1,72,18,Patchy rain possible
2016,9,10,17,36,0,5,0,28,0.1,75,18,Patchy rain possible
2016,9,10,18,30,0,5,0,27,0.1,79,18,Patchy rain possible
2016,9,10,19,28,0,5,0,26,0.1,79,19,Patchy rain possible
2016,9,10,20,30,0,5,0,26,0.0,80,20,Partly cloudy
2016,9,10,21,18,0,5,0,25,0.0,80,21,Partly cloudy
2016,9,10,22,19,0,5,0,25,0.0,81,20,Partly cloudy
2016,9,10,23,10,0,5,0,25,0.0,82,19,Cloudy
2016,9,11,0,3,0,6,0,25,0.0,83,18,Cloudy
2016,9,11,1,1,0,6,0,24,0.0,84,19,Cloudy
2016,9,11,2,1,0,6,0,24,0.0,86,21,Clear
2016,9,11,4,1,0,6,0,23,0.0,87,20,Clear
2016,9,11,6,1,0,6,0,24,0.5,88,14,Light rain shower
2016,9,11,7,1,0,6,0,24,0.2,82,18,Light rain shower
2016,9,11,8,20,0,6,0,24,0.1,75,22,Light rain shower
2016,9,11,9,21,0,6,0,25,0.1,69,26,Light rain shower
2016,9,11,10,37,0,6,0,25,0.0,63,24,Light rain shower
2016,9,11,11,23,0,6,0,26,0.1,57,23,Sunny
2016,9,11,12,59,0,6,0,27,0.1,51,22,Sunny
2016,9,11,13,46,0,6,0,27,0.0,50,20,Sunny
2016,9,11,14,73,0,6,0,27,0.0,48,19,Sunny
2016,9,11,15,54,0,6,0,27,0.0,47,18,Sunny
2016,9,11,16,50,0,6,0,25,0.0,49,16,Sunny
2016,9,11,17,39,0,6,0,24,0.0,52,15,Sunny
2016,9,11,18,29,0,6,0,22,0.0,54,14,Clear
2016,9,11,19,44,0,6,0,21,0.0,55,16,Clear
2016,9,11,20,30,0,6,0,20,0.0,56,18,Clear
2016,9,11,21,22,0,6,0,19,0.0,56,19,Clear
2016,9,11,22,13,0,6,0,19,0.0,58,18,Clear
2016,9,11,23,6,0,6,0,18,0.0,60,16,Clear
2016,9,12,0,4,0,0,1,18,0.0,63,15,Clear
2016,9,12,1,2,0,0,1,18,0.0,64,14,Clear
2016,9,12,5,1,0,0,1,17,0.0,67,11,Clear
2016,9,12,6,27,0,0,1,17,0.0,66,10,Sunny
2016,9,12,7,52,0,0,1,19,0.0,61,10,Sunny
2016,9,12,8,100,0,0,1,21,0.0,55,10,Sunny
2016,9,12,9,60,0,0,1,23,0.0,49,10,Sunny
2016,9,12,10,8,0,0,1,25,0.0,47,9,Sunny
2016,9,12,11,8,0,0,1,26,0.0,44,7,Sunny
2016,9,12,12,15,0,0,1,27,0.0,42,6,Sunny
2016,9,12,13,24,0,0,1,27,0.0,44,8,Sunny
2016,9,12,14,13,0,0,1,26,0.0,47,9,Sunny
2016,9,12,15,26,0,0,1,26,0.0,50,11,Sunny
2016,9,12,16,21,0,0,1,24,0.0,56,11,Sunny
2016,9,12,17,58,0,0,1,23,0.0,63,12,Sunny
2016,9,12,18,64,0,0,1,21,0.0,70,12,Clear
2016,9,12,19,49,0,0,1,21,0.0,73,12,Clear
2016,9,12,20,11,0,0,1,20,0.0,76,11,Clear
2016,9,12,21,16,0,0,1,20,0.0,78,11,Clear
2016,9,12,22,5,0,0,1,20,0.0,79,10,Clear
2016,9,12,23,3,0,0,1,20,0.0,80,8,Clear
2016,9,13,0,1,0,1,1,20,0.0,81,7,Clear
2016,9,13,2,1,0,1,1,19,0.0,83,7,Clear
2016,9,13,5,4,0,1,1,20,0.0,81,5,Clear
2016,9,13,6,19,0,1,1,21,0.0,79,4,Sunny
2016,9,13,7,36,0,1,1,22,0.0,73,6,Sunny
2016,9,13,8,80,0,1,1,23,0.0,67,9,Sunny
2016,9,13,9,47,0,1,1,25,0.0,61,11,Sunny
2016,9,13,10,14,0,1,1,25,0.0,59,12,Sunny
2016,9,13,11,23,0,1,1,26,0.0,58,13,Partly cloudy
2016,9,13,12,24,0,1,1,26,0.0,56,14,Partly cloudy
2016,9,13,13,23,0,1,1,26,0.0,58,16,Partly cloudy
2016,9,13,14,19,0,1,1,25,0.0,60,17,Sunny
2016,9,13,15,26,0,1,1,25,0.0,62,18,Sunny
2016,9,13,16,24,0,1,1,24,0.0,66,18,Sunny
2016,9,13,17,51,0,1,1,23,0.0,70,18,Sunny
2016,9,13,18,50,0,1,1,21,0.0,74,18,Clear
2016,9,13,19,55,0,1,1,21,0.0,74,18,Clear
2016,9,13,20,18,0,1,1,21,0.0,74,19,Partly cloudy
2016,9,13,21,13,0,1,1,20,0.0,74,19,Partly cloudy
2016,9,13,22,8,0,1,1,20,0.0,74,18,Partly cloudy
2016,9,13,23,6,0,1,1,20,0.0,74,17,Clear
2016,9,14,0,1,0,2,1,20,0.0,74,15,Clear
2016,9,14,5,3,0,2,1,20,0.0,79,12,Clear
2016,9,14,6,20,0,2,1,20,0.0,80,10,Sunny
2016,9,14,7,42,0,2,1,22,0.0,73,11,Sunny
2016,9,14,8,67,0,2,1,25,0.0,67,11,Sunny
2016,9,14,9,57,0,2,1,27,0.0,60,11,Sunny
2016,9,14,10,21,0,2,1,28,0.0,57,10,Sunny
2016,9,14,11,12,0,2,1,29,0.0,53,8,Sunny
2016,9,14,12,12,0,2,1,30,0.0,49,7,Sunny
2016,9,14,13,24,0,2,1,30,0.0,50,8,Sunny
2016,9,14,14,17,0,2,1,29,0.0,50,9,Sunny
2016,9,14,15,18,0,2,1,29,0.0,51,10,Sunny
2016,9,14,16,23,0,2,1,28,0.0,56,10,Sunny
2016,9,14,17,29,0,2,1,26,0.0,62,11,Partly cloudy
2016,9,14,18,27,0,2,1,24,0.0,67,11,Partly cloudy
2016,9,14,19,28,0,2,1,23,0.0,68,14,Partly cloudy
2016,9,14,20,21,0,2,1,22,0.0,70,17,Partly cloudy
2016,9,14,21,19,0,2,1,21,0.0,72,20,Partly cloudy
2016,9,14,22,6,0,2,1,20,0.0,70,20,Partly cloudy
2016,9,14,23,9,0,2,1,19,0.1,69,20,Clear
2016,9,15,0,2,0,3,1,18,0.1,67,19,Clear
2016,9,15,1,2,0,3,1,17,0.1,69,20,Clear
2016,9,15,5,1,0,3,1,16,0.0,71,18,Clear
2016,9,15,6,18,0,3,1,16,0.0,70,16,Sunny
2016,9,15,7,43,0,3,1,17,0.0,64,16,Sunny
2016,9,15,8,81,0,3,1,18,0.0,58,17,Sunny
2016,9,15,9,56,0,3,1,19,0.0,52,17,Sunny
2016,9,15,10,10,0,3,1,21,0.0,48,14,Sunny
2016,9,15,11,35,0,3,1,22,0.0,44,10,Sunny
2016,9,15,12,23,0,3,1,24,0.0,41,7,Sunny
2016,9,15,13,34,0,3,1,24,0.0,40,7,Sunny
2016,9,15,14,32,0,3,1,25,0.0,40,8,Sunny
2016,9,15,15,24,0,3,1,25,0.0,40,8,Sunny
2016,9,15,16,37,0,3,1,23,0.0,48,9,Sunny
2016,9,15,17,57,0,3,1,21,0.0,56,9,Sunny
2016,9,15,18,65,0,3,1,19,0.0,64,10,Clear
2016,9,15,19,41,0,3,1,19,0.0,68,10,Clear
2016,9,15,20,28,0,3,1,18,0.0,72,11,Clear
2016,9,15,21,10,0,3,1,18,0.0,75,11,Clear
2016,9,15,22,6,0,3,1,18,0.0,77,9,Clear
2016,9,15,23,4,0,3,1,17,0.0,78,7,Clear
2016,9,16,0,5,0,4,1,17,0.0,79,5,Clear
2016,9,16,1,2,0,4,1,16,0.0,79,6,Clear
2016,9,16,5,2,0,4,1,18,0.0,74,5,Clear
2016,9,16,6,13,0,4,1,19,0.0,71,4,Sunny
2016,9,16,7,40,0,4,1,20,0.0,66,7,Sunny
2016,9,16,8,69,0,4,1,20,0.0,60,9,Sunny
2016,9,16,9,41,0,4,1,21,0.0,54,11,Sunny
2016,9,16,10,24,0,4,1,21,0.0,52,11,Sunny
2016,9,16,11,39,0,4,1,22,0.0,51,11,Sunny
2016,9,16,12,32,0,4,1,23,0.0,49,12,Sunny
2016,9,16,13,19,0,4,1,22,0.0,51,14,Sunny
2016,9,16,14,25,0,4,1,22,0.0,53,16,Sunny
2016,9,16,15,17,0,4,1,21,0.0,55,18,Sunny
2016,9,16,16,33,0,4,1,20,0.0,59,15,Sunny
2016,9,16,17,53,0,4,1,20,0.0,63,13,Sunny
2016,9,16,18,61,0,4,1,19,0.0,68,11,Clear
2016,9,16,19,33,0,4,1,19,0.0,69,11,Clear
2016,9,16,20,10,0,4,1,19,0.0,71,10,Clear
2016,9,16,21,14,0,4,1,18,0.0,73,9,Clear
2016,9,16,22,11,0,4,1,18,0.0,74,7,Clear
2016,9,16,23,7,0,4,1,18,0.0,74,5,Clear
2016,9,17,0,6,0,5,0,18,0.0,75,3,Clear
2016,9,17,2,2,0,5,0,18,0.0,77,4,Clear
2016,9,17,6,2,0,5,0,20,0.0,69,1,Sunny
2016,9,17,7,2,0,5,0,20,0.0,65,5,Sunny
2016,9,17,8,21,0,5,0,21,0.0,61,8,Sunny
2016,9,17,9,18,0,5,0,21,0.0,57,12,Sunny
2016,9,17,10,22,0,5,0,22,0.0,57,12,Sunny
2016,9,17,11,34,0,5,0,23,0.0,58,13,Sunny
2016,9,17,12,43,0,5,0,24,0.0,58,14,Sunny
2016,9,17,13,54,0,5,0,24,0.0,61,16,Sunny
2016,9,17,14,66,0,5,0,23,0.0,64,17,Sunny
2016,9,17,15,60,0,5,0,23,0.0,66,19,Sunny
2016,9,17,16,57,0,5,0,22,0.0,73,18,Sunny
2016,9,17,17,47,0,5,0,21,0.0,79,16,Sunny
2016,9,17,18,21,0,5,0,20,0.0,85,15,Clear
2016,9,17,19,39,0,5,0,20,0.0,86,16,Clear
2016,9,17,20,21,0,5,0,20,0.0,87,16,Clear
2016,9,17,21,10,0,5,0,20,0.0,88,17,Clear
2016,9,17,22,8,0,5,0,20,0.0,87,17,Clear
2016,9,17,23,17,0,5,0,20,0.0,87,16,Clear
2016,9,18,0,22,0,6,0,20,0.0,86,15,Clear
2016,9,18,1,3,0,6,0,20,0.0,88,16,Clear
2016,9,18,7,3,0,6,0,22,0.0,86,13,Partly cloudy
2016,9,18,8,15,0,6,0,23,0.0,82,14,Partly cloudy
2016,9,18,9,17,0,6,0,24,0.0,79,14,Partly cloudy
2016,9,18,10,22,0,6,0,25,0.0,75,13,Partly cloudy
2016,9,18,11,34,0,6,0,26,0.2,71,12,Patchy rain possible
2016,9,18,12,49,0,6,0,28,0.2,67,11,Patchy rain possible
2016,9,18,13,60,0,6,0,27,0.1,69,12,Patchy rain possible
2016,9,18,14,42,0,6,0,27,0.6,72,13,Light rain shower
2016,9,18,15,33,0,6,0,26,0.8,75,14,Light rain shower
2016,9,18,16,28,0,6,0,25,0.4,79,13,Light rain shower
2016,9,18,17,30,0,6,0,24,0.9,84,11,Moderate or heavy rain shower
2016,9,18,18,38,0,6,0,23,1.2,88,10,Moderate or heavy rain shower
2016,9,18,19,19,0,6,0,23,0.6,90,11,Moderate or heavy rain shower
2016,9,18,20,18,0,6,0,22,0.5,92,12,Patchy rain possible
2016,9,18,21,16,0,6,0,22,0.7,93,13,Patchy rain possible
2016,9,18,22,9,0,6,0,22,0.4,94,12,Patchy rain possible
2016,9,19,0,1,0,0,1,21,4.3,96,9,Moderate or heavy rain shower
2016,9,19,3,1,0,0,1,21,1.6,95,9,Moderate or heavy rain shower
2016,9,19,5,1,0,0,1,22,1.3,93,7,Moderate or heavy rain shower
2016,9,19,6,5,0,0,1,22,1.8,92,6,Moderate or heavy rain shower
2016,9,19,7,6,0,0,1,22,0.9,92,6,Moderate or heavy rain shower
2016,9,19,8,17,0,0,1,22,1.8,92,6,Moderate rain at times
2016,9,19,9,9,0,0,1,22,2.4,92,6,Moderate rain at times
2016,9,19,12,4,0,0,1,23,4.7,91,8,Heavy rain at times
2016,9,19,13,14,0,0,1,23,2.3,91,7,Heavy rain at times
2016,9,19,14,9,0,0,1,23,0.5,91,6,Light rain
2016,9,19,15,9,0,0,1,23,0.6,91,4,Light rain
2016,9,19,16,10,0,0,1,22,0.3,92,4,Light rain
2016,9,19,17,39,0,0,1,22,0.5,93,5,Light rain
2016,9,19,18,29,0,0,1,21,0.7,95,5,Light rain
2016,9,19,19,12,0,0,1,21,0.3,94,5,Light rain
2016,9,19,20,14,0,0,1,20,0.1,94,5,Light rain shower
2016,9,19,21,5,0,0,1,20,0.1,94,5,Light rain shower
2016,9,19,22,2,0,0,1,20,0.1,95,6,Light rain shower
2016,9,19,23,8,0,0,1,20,0.1,95,7,Light rain shower
2016,9,20,0,1,0,1,1,20,0.2,95,8,Light rain shower
2016,9,20,5,4,0,1,1,20,0.0,94,7,Partly cloudy
2016,9,20,6,23,0,1,1,21,0.0,93,8,Partly cloudy
2016,9,20,7,37,0,1,1,22,0.0,89,8,Partly cloudy
2016,9,20,8,69,0,1,1,23,0.0,84,9,Partly cloudy
2016,9,20,9,45,0,1,1,24,0.0,80,9,Partly cloudy
2016,9,20,10,21,0,1,1,25,0.0,76,7,Partly cloudy
2016,9,20,11,21,0,1,1,26,0.0,73,5,Partly cloudy
2016,9,20,12,20,0,1,1,27,0.0,69,3,Partly cloudy
2016,9,20,13,18,0,1,1,27,0.0,70,4,Partly cloudy
2016,9,20,14,28,0,1,1,27,0.0,70,4,Sunny
2016,9,20,15,24,0,1,1,28,0.0,70,5,Sunny
2016,9,20,16,21,0,1,1,27,0.0,76,5,Sunny
2016,9,20,17,46,0,1,1,26,0.0,82,6,Sunny
2016,9,20,18,52,0,1,1,25,0.0,87,7,Clear
2016,9,20,19,62,0,1,1,24,0.0,88,6,Clear
2016,9,20,20,25,0,1,1,24,0.0,89,6,Clear
2016,9,20,21,11,0,1,1,23,0.0,90,5,Clear
2016,9,20,22,7,0,1,1,23,0.0,90,5,Clear
2016,9,20,23,11,0,1,1,22,0.0,90,4,Clear
2016,9,21,0,2,0,2,1,22,0.0,90,4,Clear
2016,9,21,4,3,0,2,1,21,0.0,79,8,Clear
2016,9,21,5,3,0,2,1,21,0.0,77,9,Clear
2016,9,21,6,21,0,2,1,20,0.0,74,9,Sunny
2016,9,21,7,39,0,2,1,22,0.0,68,11,Sunny
2016,9,21,8,85,0,2,1,23,0.0,61,12,Sunny
2016,9,21,9,41,0,2,1,24,0.0,54,14,Sunny
2016,9,21,10,18,0,2,1,25,0.0,51,11,Sunny
2016,9,21,11,10,0,2,1,26,0.0,47,8,Sunny
2016,9,21,12,21,0,2,1,27,0.0,44,6,Sunny
2016,9,21,13,13,0,2,1,27,0.0,45,6,Sunny
2016,9,21,14,17,0,2,1,28,0.0,47,6,Sunny
2016,9,21,15,15,0,2,1,28,0.0,49,6,Sunny
2016,9,21,16,34,0,2,1,27,0.0,52,6,Sunny
2016,9,21,17,59,0,2,1,27,0.0,54,6,Sunny
2016,9,21,18,46,0,2,1,26,0.0,57,6,Clear
2016,9,21,19,43,0,2,1,24,0.0,57,7,Clear
2016,9,21,20,22,0,2,1,23,0.0,58,8,Clear
2016,9,21,21,8,0,2,1,21,0.0,59,8,Clear
2016,9,21,22,3,0,2,1,21,0.0,59,8,Clear
2016,9,21,23,1,0,2,1,21,0.0,58,9,Clear
2016,9,22,0,3,0,3,1,21,0.0,58,9,Clear
2016,9,22,5,3,0,3,1,20,0.0,61,8,Clear
2016,9,22,6,22,0,3,1,20,0.0,61,6,Sunny
2016,9,22,7,43,0,3,1,22,0.0,58,7,Sunny
2016,9,22,8,82,0,3,1,24,0.0,55,8,Sunny
2016,9,22,9,54,0,3,1,26,0.0,53,8,Sunny
2016,9,22,10,22,0,3,1,26,0.0,51,8,Sunny
2016,9,22,11,13,0,3,1,27,0.0,49,8,Sunny
2016,9,22,12,20,0,3,1,28,0.0,47,7,Sunny
2016,9,22,13,20,0,3,1,28,0.0,48,8,Sunny
2016,9,22,14,38,0,3,1,28,0.0,49,10,Sunny
2016,9,22,15,24,0,3,1,28,0.0,50,11,Sunny
2016,9,22,16,36,0,3,1,27,0.0,56,10,Sunny
2016,9,22,17,52,0,3,1,25,0.0,63,8,Sunny
2016,9,22,18,51,0,3,1,24,0.0,69,7,Clear
2016,9,22,19,39,0,3,1,23,0.0,72,7,Clear
2016,9,22,20,13,0,3,1,23,0.0,74,8,Clear
2016,9,22,21,10,0,3,1,22,0.0,77,8,Clear
2016,9,22,22,7,0,3,1,22,0.0,78,6,Clear
2016,9,22,23,8,0,3,1,22,0.0,80,4,Clear
2016,9,23,0,1,0,4,1,22,0.0,81,1,Clear
2016,9,23,1,2,0,4,1,22,0.0,83,3,Clear
2016,9,23,5,1,0,4,1,21,0.0,79,4,Clear
2016,9,23,6,17,0,4,1,21,0.0,76,4,Sunny
2016,9,23,7,33,0,4,1,22,0.0,68,5,Sunny
2016,9,23,8,77,0,4,1,23,0.0,60,6,Sunny
2016,9,23,9,42,0,4,1,25,0.0,53,7,Sunny
2016,9,23,10,18,0,4,1,26,0.0,51,6,Sunny
2016,9,23,11,24,0,4,1,27,0.0,50,5,Sunny
2016,9,23,12,29,0,4,1,28,0.0,48,4,Sunny
2016,9,23,13,31,0,4,1,29,0.0,49,5,Sunny
2016,9,23,14,27,0,4,1,29,0.0,50,6,Sunny
2016,9,23,15,45,0,4,1,30,0.0,52,6,Sunny
2016,9,23,16,34,0,4,1,27,0.0,59,6,Sunny
2016,9,23,17,60,0,4,1,25,0.0,67,6,Partly cloudy
2016,9,23,18,40,0,4,1,23,0.0,74,6,Partly cloudy
2016,9,23,19,35,0,4,1,22,0.0,75,9,Partly cloudy
2016,9,23,20,19,0,4,1,21,0.0,76,13,Partly cloudy
2016,9,23,21,10,0,4,1,20,0.0,78,16,Partly cloudy
2016,9,23,22,8,0,4,1,19,0.0,81,18,Partly cloudy
2016,9,23,23,9,0,4,1,18,0.1,84,21,Light rain shower
2016,9,24,0,7,0,5,0,17,0.2,87,23,Light rain shower
2016,9,24,3,1,0,5,0,16,0.8,89,24,Light rain shower
2016,9,24,6,1,0,5,0,15,0.8,84,16,Light rain shower
2016,9,24,7,2,0,5,0,15,0.4,78,17,Light rain shower
2016,9,24,8,4,0,5,0,16,0.0,71,18,Sunny
2016,9,24,9,6,0,5,0,17,0.0,65,19,Sunny
2016,9,24,10,27,0,5,0,18,0.0,58,16,Sunny
2016,9,24,11,21,0,5,0,20,0.0,51,14,Sunny
2016,9,24,12,32,0,5,0,21,0.0,45,12,Sunny
2016,9,24,13,31,0,5,0,21,0.0,44,12,Sunny
2016,9,24,14,62,0,5,0,22,0.0,43,12,Sunny
