year,month,day,hour,dayofweek,date,count1
2017,6,2,10,4,2017-06-02,14
2017,6,2,11,4,2017-06-02,8
2017,6,2,12,4,2017-06-02,3
2017,6,2,13,4,2017-06-02,18
2017,6,2,14,4,2017-06-02,15
2017,6,2,15,4,2017-06-02,14
2017,6,2,16,4,2017-06-02,7
2017,6,2,17,4,2017-06-02,19
2017,6,2,18,4,2017-06-02,25
2017,6,2,19,4,2017-06-02,18
2017,6,2,20,4,2017-06-02,9
2017,6,2,21,4,2017-06-02,6
2017,6,2,22,4,2017-06-02,3
2017,6,2,23,4,2017-06-02,3
2017,6,3,0,5,2017-06-03,3
2017,6,3,1,5,2017-06-03,1
2017,6,3,2,5,2017-06-03,1
2017,6,3,3,5,2017-06-03,0
2017,6,3,4,5,2017-06-03,1
2017,6,3,5,5,2017-06-03,0
2017,6,3,6,5,2017-06-03,7
2017,6,3,7,5,2017-06-03,1
2017,6,3,8,5,2017-06-03,1
2017,6,3,9,5,2017-06-03,4
2017,6,3,10,5,2017-06-03,6
2017,6,3,11,5,2017-06-03,6
2017,6,3,12,5,2017-06-03,10
2017,6,3,13,5,2017-06-03,9
2017,6,3,14,5,2017-06-03,6
2017,6,3,15,5,2017-06-03,11
2017,6,3,16,5,2017-06-03,16
2017,6,3,17,5,2017-06-03,4
2017,6,3,18,5,2017-06-03,11
2017,6,3,19,5,2017-06-03,12
2017,6,3,20,5,2017-06-03,12
2017,6,3,21,5,2017-06-03,4
2017,6,3,22,5,2017-06-03,4
2017,6,3,23,5,2017-06-03,2
2017,6,4,0,6,2017-06-04,3
2017,6,4,1,6,2017-06-04,1
2017,6,4,2,6,2017-06-04,0
2017,6,4,3,6,2017-06-04,0
2017,6,4,4,6,2017-06-04,1
2017,6,4,5,6,2017-06-04,0
2017,6,4,6,6,2017-06-04,2
2017,6,4,7,6,2017-06-04,4
2017,6,4,8,6,2017-06-04,1
2017,6,4,9,6,2017-06-04,4
2017,6,4,10,6,2017-06-04,12
2017,6,4,11,6,2017-06-04,2
2017,6,4,12,6,2017-06-04,9
2017,6,4,13,6,2017-06-04,13
2017,6,4,14,6,2017-06-04,11
2017,6,4,15,6,2017-06-04,8
2017,6,4,16,6,2017-06-04,8
2017,6,4,17,6,2017-06-04,12
2017,6,4,18,6,2017-06-04,15
2017,6,4,19,6,2017-06-04,5
2017,6,4,20,6,2017-06-04,5
2017,6,4,21,6,2017-06-04,4
2017,6,4,22,6,2017-06-04,2
2017,6,4,23,6,2017-06-04,3
2017,6,5,0,0,2017-06-05,2
2017,6,5,1,0,2017-06-05,0
2017,6,5,2,0,2017-06-05,0
2017,6,5,3,0,2017-06-05,0
2017,6,5,4,0,2017-06-05,0
2017,6,5,5,0,2017-06-05,3
2017,6,5,6,0,2017-06-05,44
2017,6,5,7,0,2017-06-05,54
2017,6,5,8,0,2017-06-05,27
2017,6,5,9,0,2017-06-05,22
2017,6,5,10,0,2017-06-05,11
2017,6,5,11,0,2017-06-05,9
2017,6,5,12,0,2017-06-05,11
2017,6,5,13,0,2017-06-05,15
2017,6,5,14,0,2017-06-05,9
2017,6,5,15,0,2017-06-05,10
2017,6,5,16,0,2017-06-05,17
2017,6,5,17,0,2017-06-05,24
2017,6,5,18,0,2017-06-05,27
2017,6,5,19,0,2017-06-05,21
2017,6,5,20,0,2017-06-05,8
2017,6,5,21,0,2017-06-05,4
2017,6,5,22,0,2017-06-05,3
2017,6,5,23,0,2017-06-05,1
2017,6,6,0,1,2017-06-06,1
2017,6,6,1,1,2017-06-06,0
2017,6,6,2,1,2017-06-06,1
2017,6,6,3,1,2017-06-06,1
2017,6,6,4,1,2017-06-06,3
2017,6,6,5,1,2017-06-06,4
2017,6,6,6,1,2017-06-06,40
2017,6,6,7,1,2017-06-06,47
2017,6,6,8,1,2017-06-06,29
2017,6,6,9,1,2017-06-06,27
2017,6,6,10,1,2017-06-06,18
2017,6,6,11,1,2017-06-06,14
2017,6,6,12,1,2017-06-06,8
2017,6,6,13,1,2017-06-06,1
2017,6,6,14,1,2017-06-06,11
2017,6,6,15,1,2017-06-06,15
2017,6,6,16,1,2017-06-06,10
2017,6,6,17,1,2017-06-06,19
2017,6,6,18,1,2017-06-06,27
2017,6,6,19,1,2017-06-06,17
2017,6,6,20,1,2017-06-06,6
2017,6,6,21,1,2017-06-06,9
2017,6,6,22,1,2017-06-06,5
2017,6,6,23,1,2017-06-06,1
2017,6,7,0,2,2017-06-07,1
2017,6,7,1,2,2017-06-07,2
2017,6,7,2,2,2017-06-07,0
2017,6,7,3,2,2017-06-07,0
2017,6,7,4,2,2017-06-07,1
2017,6,7,5,2,2017-06-07,1
2017,6,7,6,2,2017-06-07,60
2017,6,7,7,2,2017-06-07,118
2017,6,7,8,2,2017-06-07,84
2017,6,7,9,2,2017-06-07,20
2017,6,7,10,2,2017-06-07,14
2017,6,7,11,2,2017-06-07,8
2017,6,7,12,2,2017-06-07,9
2017,6,7,13,2,2017-06-07,12
2017,6,7,14,2,2017-06-07,10
2017,6,7,15,2,2017-06-07,9
2017,6,7,16,2,2017-06-07,16
2017,6,7,17,2,2017-06-07,10
2017,6,7,18,2,2017-06-07,24
2017,6,7,19,2,2017-06-07,16
2017,6,7,20,2,2017-06-07,17
2017,6,7,21,2,2017-06-07,7
2017,6,7,22,2,2017-06-07,4
2017,6,7,23,2,2017-06-07,9
2017,6,8,0,3,2017-06-08,4
2017,6,8,1,3,2017-06-08,0
2017,6,8,2,3,2017-06-08,0
2017,6,8,3,3,2017-06-08,0
2017,6,8,4,3,2017-06-08,1
2017,6,8,5,3,2017-06-08,3
2017,6,8,6,3,2017-06-08,60
2017,6,8,7,3,2017-06-08,111
2017,6,8,8,3,2017-06-08,72
2017,6,8,9,3,2017-06-08,25
2017,6,8,10,3,2017-06-08,10
2017,6,8,11,3,2017-06-08,11
2017,6,8,12,3,2017-06-08,13
2017,6,8,13,3,2017-06-08,12
2017,6,8,14,3,2017-06-08,12
2017,6,8,15,3,2017-06-08,10
2017,6,8,16,3,2017-06-08,9
2017,6,8,17,3,2017-06-08,17
2017,6,8,18,3,2017-06-08,30
2017,6,8,19,3,2017-06-08,16
2017,6,8,20,3,2017-06-08,12
2017,6,8,21,3,2017-06-08,14
2017,6,8,22,3,2017-06-08,13
2017,6,8,23,3,2017-06-08,5
2017,6,9,0,4,2017-06-09,1
2017,6,9,1,4,2017-06-09,1
2017,6,9,2,4,2017-06-09,1
2017,6,9,3,4,2017-06-09,0
2017,6,9,4,4,2017-06-09,1
2017,6,9,5,4,2017-06-09,4
2017,6,9,6,4,2017-06-09,42
2017,6,9,7,4,2017-06-09,127
2017,6,9,8,4,2017-06-09,59
2017,6,9,9,4,2017-06-09,20
2017,6,9,10,4,2017-06-09,22
2017,6,9,11,4,2017-06-09,8
2017,6,9,12,4,2017-06-09,11
2017,6,9,13,4,2017-06-09,14
2017,6,9,14,4,2017-06-09,24
2017,6,9,15,4,2017-06-09,14
2017,6,9,16,4,2017-06-09,16
2017,6,9,17,4,2017-06-09,35
2017,6,9,18,4,2017-06-09,27
2017,6,9,19,4,2017-06-09,16
2017,6,9,20,4,2017-06-09,6
2017,6,9,21,4,2017-06-09,7
2017,6,9,22,4,2017-06-09,9
2017,6,9,23,4,2017-06-09,7
2017,6,10,0,5,2017-06-10,6
2017,6,10,1,5,2017-06-10,1
2017,6,10,2,5,2017-06-10,0
2017,6,10,3,5,2017-06-10,1
2017,6,10,4,5,2017-06-10,2
2017,6,10,5,5,2017-06-10,0
2017,6,10,6,5,2017-06-10,6
2017,6,10,7,5,2017-06-10,4
2017,6,10,8,5,2017-06-10,6
2017,6,10,9,5,2017-06-10,9
2017,6,10,10,5,2017-06-10,7
2017,6,10,11,5,2017-06-10,7
2017,6,10,12,5,2017-06-10,8
2017,6,10,13,5,2017-06-10,15
2017,6,10,14,5,2017-06-10,8
2017,6,10,15,5,2017-06-10,13
2017,6,10,16,5,2017-06-10,16
2017,6,10,17,5,2017-06-10,9
2017,6,10,18,5,2017-06-10,11
2017,6,10,19,5,2017-06-10,11
2017,6,10,20,5,2017-06-10,5
2017,6,10,21,5,2017-06-10,5
2017,6,10,22,5,2017-06-10,8
2017,6,10,23,5,2017-06-10,6
2017,6,11,0,6,2017-06-11,0
2017,6,11,1,6,2017-06-11,6
2017,6,11,2,6,2017-06-11,1
2017,6,11,3,6,2017-06-11,1
2017,6,11,4,6,2017-06-11,1
2017,6,11,5,6,2017-06-11,1
2017,6,11,6,6,2017-06-11,1
2017,6,11,7,6,2017-06-11,2
2017,6,11,8,6,2017-06-11,2
2017,6,11,9,6,2017-06-11,6
2017,6,11,10,6,2017-06-11,6
2017,6,11,11,6,2017-06-11,17
2017,6,11,12,6,2017-06-11,7
2017,6,11,13,6,2017-06-11,16
2017,6,11,14,6,2017-06-11,10
2017,6,11,15,6,2017-06-11,9
2017,6,11,16,6,2017-06-11,8
2017,6,11,17,6,2017-06-11,4
2017,6,11,18,6,2017-06-11,11
2017,6,11,19,6,2017-06-11,10
2017,6,11,20,6,2017-06-11,7
2017,6,11,21,6,2017-06-11,4
2017,6,11,22,6,2017-06-11,5
2017,6,11,23,6,2017-06-11,11
2017,6,12,0,0,2017-06-12,0
2017,6,12,1,0,2017-06-12,1
2017,6,12,2,0,2017-06-12,0
2017,6,12,3,0,2017-06-12,0
2017,6,12,4,0,2017-06-12,1
2017,6,12,5,0,2017-06-12,7
2017,6,12,6,0,2017-06-12,77
2017,6,12,7,0,2017-06-12,135
2017,6,12,8,0,2017-06-12,72
2017,6,12,9,0,2017-06-12,17
2017,6,12,10,0,2017-06-12,9
2017,6,12,11,0,2017-06-12,10
2017,6,12,12,0,2017-06-12,6
2017,6,12,13,0,2017-06-12,11
2017,6,12,14,0,2017-06-12,11
2017,6,12,15,0,2017-06-12,8
2017,6,12,16,0,2017-06-12,6
2017,6,12,17,0,2017-06-12,20
2017,6,12,18,0,2017-06-12,24
2017,6,12,19,0,2017-06-12,25
2017,6,12,20,0,2017-06-12,9
2017,6,12,21,0,2017-06-12,7
2017,6,12,22,0,2017-06-12,8
2017,6,12,23,0,2017-06-12,2
2017,6,13,0,1,2017-06-13,1
2017,6,13,1,1,2017-06-13,3
2017,6,13,2,1,2017-06-13,1
2017,6,13,3,1,2017-06-13,0
2017,6,13,4,1,2017-06-13,1
2017,6,13,5,1,2017-06-13,8
2017,6,13,6,1,2017-06-13,76
2017,6,13,7,1,2017-06-13,118
2017,6,13,8,1,2017-06-13,35
2017,6,13,9,1,2017-06-13,24
2017,6,13,10,1,2017-06-13,12
2017,6,13,11,1,2017-06-13,8
2017,6,13,12,1,2017-06-13,7
2017,6,13,13,1,2017-06-13,4
2017,6,13,14,1,2017-06-13,5
2017,6,13,15,1,2017-06-13,10
2017,6,13,16,1,2017-06-13,10
2017,6,13,17,1,2017-06-13,14
2017,6,13,18,1,2017-06-13,39
2017,6,13,19,1,2017-06-13,21
2017,6,13,20,1,2017-06-13,13
2017,6,13,21,1,2017-06-13,8
2017,6,13,22,1,2017-06-13,3
2017,6,13,23,1,2017-06-13,5
2017,6,14,0,2,2017-06-14,1
2017,6,14,1,2,2017-06-14,0
2017,6,14,2,2,2017-06-14,0
2017,6,14,3,2,2017-06-14,1
2017,6,14,4,2,2017-06-14,1
2017,6,14,5,2,2017-06-14,4
2017,6,14,6,2,2017-06-14,42
2017,6,14,7,2,2017-06-14,53
2017,6,14,8,2,2017-06-14,42
2017,6,14,9,2,2017-06-14,57
2017,6,14,10,2,2017-06-14,14
2017,6,14,11,2,2017-06-14,6
2017,6,14,12,2,2017-06-14,14
2017,6,14,13,2,2017-06-14,9
2017,6,14,14,2,2017-06-14,11
2017,6,14,15,2,2017-06-14,11
2017,6,14,16,2,2017-06-14,15
2017,6,14,17,2,2017-06-14,27
2017,6,14,18,2,2017-06-14,31
2017,6,14,19,2,2017-06-14,30
2017,6,14,20,2,2017-06-14,12
2017,6,14,21,2,2017-06-14,8
2017,6,14,22,2,2017-06-14,6
2017,6,14,23,2,2017-06-14,4
2017,6,15,0,3,2017-06-15,3
2017,6,15,1,3,2017-06-15,1
2017,6,15,2,3,2017-06-15,0
2017,6,15,3,3,2017-06-15,0
2017,6,15,4,3,2017-06-15,2
2017,6,15,5,3,2017-06-15,3
2017,6,15,6,3,2017-06-15,67
2017,6,15,7,3,2017-06-15,87
2017,6,15,8,3,2017-06-15,32
2017,6,15,9,3,2017-06-15,20
2017,6,15,10,3,2017-06-15,11
2017,6,15,11,3,2017-06-15,11
2017,6,15,12,3,2017-06-15,10
2017,6,15,13,3,2017-06-15,10
2017,6,15,14,3,2017-06-15,19
2017,6,15,15,3,2017-06-15,16
2017,6,15,16,3,2017-06-15,23
2017,6,15,17,3,2017-06-15,27
2017,6,15,18,3,2017-06-15,41
2017,6,15,19,3,2017-06-15,30
2017,6,15,20,3,2017-06-15,15
2017,6,15,21,3,2017-06-15,8
2017,6,15,22,3,2017-06-15,10
2017,6,15,23,3,2017-06-15,3
2017,6,16,0,4,2017-06-16,4
2017,6,16,1,4,2017-06-16,1
2017,6,16,2,4,2017-06-16,1
2017,6,16,3,4,2017-06-16,1
2017,6,16,4,4,2017-06-16,1
2017,6,16,5,4,2017-06-16,5
2017,6,16,6,4,2017-06-16,56
2017,6,16,7,4,2017-06-16,122
2017,6,16,8,4,2017-06-16,20
2017,6,16,9,4,2017-06-16,28
2017,6,16,10,4,2017-06-16,16
2017,6,16,11,4,2017-06-16,8
2017,6,16,12,4,2017-06-16,15
2017,6,16,13,4,2017-06-16,15
2017,6,16,14,4,2017-06-16,14
2017,6,16,15,4,2017-06-16,16
2017,6,16,16,4,2017-06-16,20
2017,6,16,17,4,2017-06-16,22
2017,6,16,18,4,2017-06-16,26
2017,6,16,19,4,2017-06-16,19
2017,6,16,20,4,2017-06-16,11
2017,6,16,21,4,2017-06-16,2
2017,6,16,22,4,2017-06-16,7
2017,6,16,23,4,2017-06-16,3
2017,6,17,0,5,2017-06-17,8
2017,6,17,1,5,2017-06-17,1
2017,6,17,2,5,2017-06-17,1
2017,6,17,3,5,2017-06-17,4
2017,6,17,4,5,2017-06-17,1
2017,6,17,5,5,2017-06-17,0
2017,6,17,6,5,2017-06-17,7
2017,6,17,7,5,2017-06-17,8
2017,6,17,8,5,2017-06-17,2
2017,6,17,9,5,2017-06-17,9
2017,6,17,10,5,2017-06-17,3
2017,6,17,11,5,2017-06-17,8
2017,6,17,12,5,2017-06-17,1
2017,6,17,13,5,2017-06-17,1
2017,6,17,14,5,2017-06-17,3
2017,6,17,15,5,2017-06-17,12
2017,6,17,16,5,2017-06-17,19
2017,6,17,17,5,2017-06-17,12
2017,6,17,18,5,2017-06-17,15
2017,6,17,19,5,2017-06-17,2
2017,6,17,20,5,2017-06-17,3
2017,6,17,21,5,2017-06-17,4
2017,6,17,22,5,2017-06-17,3
2017,6,17,23,5,2017-06-17,9
2017,6,18,0,6,2017-06-18,1
2017,6,18,1,6,2017-06-18,3
2017,6,18,2,6,2017-06-18,0
2017,6,18,3,6,2017-06-18,0
2017,6,18,4,6,2017-06-18,0
2017,6,18,5,6,2017-06-18,1
2017,6,18,6,6,2017-06-18,1
2017,6,18,7,6,2017-06-18,0
2017,6,18,8,6,2017-06-18,2
2017,6,18,9,6,2017-06-18,8
2017,6,18,10,6,2017-06-18,7
2017,6,18,11,6,2017-06-18,8
2017,6,18,12,6,2017-06-18,5
2017,6,18,13,6,2017-06-18,7
2017,6,18,14,6,2017-06-18,11
2017,6,18,15,6,2017-06-18,11
2017,6,18,16,6,2017-06-18,21
2017,6,18,17,6,2017-06-18,14
2017,6,18,18,6,2017-06-18,15
2017,6,18,19,6,2017-06-18,10
2017,6,18,20,6,2017-06-18,14
2017,6,18,21,6,2017-06-18,12
2017,6,18,22,6,2017-06-18,4
2017,6,18,23,6,2017-06-18,3
2017,6,19,0,0,2017-06-19,0
2017,6,19,1,0,2017-06-19,13
2017,6,19,2,0,2017-06-19,5
2017,6,19,3,0,2017-06-19,2
2017,6,19,4,0,2017-06-19,2
2017,6,19,5,0,2017-06-19,11
2017,6,19,6,0,2017-06-19,114
2017,6,19,7,0,2017-06-19,32
2017,6,19,8,0,2017-06-19,23
2017,6,19,9,0,2017-06-19,21
2017,6,19,10,0,2017-06-19,4
2017,6,19,11,0,2017-06-19,4
2017,6,19,12,0,2017-06-19,5
2017,6,19,13,0,2017-06-19,16
2017,6,19,14,0,2017-06-19,7
2017,6,19,15,0,2017-06-19,8
2017,6,19,16,0,2017-06-19,9
2017,6,19,17,0,2017-06-19,7
2017,6,19,18,0,2017-06-19,2
2017,6,19,19,0,2017-06-19,2
2017,6,19,20,0,2017-06-19,3
2017,6,19,21,0,2017-06-19,0
2017,6,19,22,0,2017-06-19,2
2017,6,19,23,0,2017-06-19,2
2017,6,20,0,1,2017-06-20,0
2017,6,20,1,1,2017-06-20,0
2017,6,20,2,1,2017-06-20,0
2017,6,20,3,1,2017-06-20,0
2017,6,20,4,1,2017-06-20,0
2017,6,20,5,1,2017-06-20,0
2017,6,20,6,1,2017-06-20,103
2017,6,20,7,1,2017-06-20,96
2017,6,20,8,1,2017-06-20,33
2017,6,20,9,1,2017-06-20,14
2017,6,20,10,1,2017-06-20,12
2017,6,20,11,1,2017-06-20,8
2017,6,20,12,1,2017-06-20,14
2017,6,20,13,1,2017-06-20,8
2017,6,20,14,1,2017-06-20,12
2017,6,20,15,1,2017-06-20,8
2017,6,20,16,1,2017-06-20,18
2017,6,20,17,1,2017-06-20,31
2017,6,20,18,1,2017-06-20,39
2017,6,20,19,1,2017-06-20,25
2017,6,20,20,1,2017-06-20,27
2017,6,20,21,1,2017-06-20,7
2017,6,20,22,1,2017-06-20,12
2017,6,20,23,1,2017-06-20,5
2017,6,21,0,2,2017-06-21,2
2017,6,21,1,2,2017-06-21,1
2017,6,21,2,2,2017-06-21,0
2017,6,21,3,2,2017-06-21,0
2017,6,21,4,2,2017-06-21,2
2017,6,21,5,2,2017-06-21,3
2017,6,21,6,2,2017-06-21,105
2017,6,21,7,2,2017-06-21,119
2017,6,21,8,2,2017-06-21,31
2017,6,21,9,2,2017-06-21,22
2017,6,21,10,2,2017-06-21,10
2017,6,21,11,2,2017-06-21,17
2017,6,21,12,2,2017-06-21,16
2017,6,21,13,2,2017-06-21,10
2017,6,21,14,2,2017-06-21,15
2017,6,21,15,2,2017-06-21,7
2017,6,21,16,2,2017-06-21,16
2017,6,21,17,2,2017-06-21,33
2017,6,21,18,2,2017-06-21,45
2017,6,21,19,2,2017-06-21,16
2017,6,21,20,2,2017-06-21,21
2017,6,21,21,2,2017-06-21,9
2017,6,21,22,2,2017-06-21,9
2017,6,21,23,2,2017-06-21,3
2017,6,22,0,3,2017-06-22,3
2017,6,22,1,3,2017-06-22,2
2017,6,22,2,3,2017-06-22,0
2017,6,22,3,3,2017-06-22,0
2017,6,22,4,3,2017-06-22,0
2017,6,22,5,3,2017-06-22,7
2017,6,22,6,3,2017-06-22,76
2017,6,22,7,3,2017-06-22,75
2017,6,22,8,3,2017-06-22,26
2017,6,22,9,3,2017-06-22,30
2017,6,22,10,3,2017-06-22,13
2017,6,22,11,3,2017-06-22,15
2017,6,22,12,3,2017-06-22,12
2017,6,22,13,3,2017-06-22,9
2017,6,22,14,3,2017-06-22,17
2017,6,22,15,3,2017-06-22,11
2017,6,22,16,3,2017-06-22,17
2017,6,22,17,3,2017-06-22,27
2017,6,22,18,3,2017-06-22,38
2017,6,22,19,3,2017-06-22,22
2017,6,22,20,3,2017-06-22,15
2017,6,22,21,3,2017-06-22,8
2017,6,22,22,3,2017-06-22,5
2017,6,22,23,3,2017-06-22,4
2017,6,23,0,4,2017-06-23,1
2017,6,23,1,4,2017-06-23,2
2017,6,23,2,4,2017-06-23,0
2017,6,23,3,4,2017-06-23,1
2017,6,23,4,4,2017-06-23,3
2017,6,23,5,4,2017-06-23,2
2017,6,23,6,4,2017-06-23,74
2017,6,23,7,4,2017-06-23,115
2017,6,23,8,4,2017-06-23,24
2017,6,23,9,4,2017-06-23,19
2017,6,23,10,4,2017-06-23,9
2017,6,23,11,4,2017-06-23,6
2017,6,23,12,4,2017-06-23,15
2017,6,23,13,4,2017-06-23,8
2017,6,23,14,4,2017-06-23,17
2017,6,23,15,4,2017-06-23,12
2017,6,23,16,4,2017-06-23,15
2017,6,23,17,4,2017-06-23,19
2017,6,23,18,4,2017-06-23,21
2017,6,23,19,4,2017-06-23,21
2017,6,23,20,4,2017-06-23,2
2017,6,23,21,4,2017-06-23,7
2017,6,23,22,4,2017-06-23,2
2017,6,23,23,4,2017-06-23,5
2017,6,24,0,5,2017-06-24,4
2017,6,24,1,5,2017-06-24,1
2017,6,24,2,5,2017-06-24,1
2017,6,24,3,5,2017-06-24,0
2017,6,24,4,5,2017-06-24,3
2017,6,24,5,5,2017-06-24,0
2017,6,24,6,5,2017-06-24,1
2017,6,24,7,5,2017-06-24,0
2017,6,24,8,5,2017-06-24,3
2017,6,24,9,5,2017-06-24,3
2017,6,24,10,5,2017-06-24,8
2017,6,24,11,5,2017-06-24,6
2017,6,24,12,5,2017-06-24,13
2017,6,24,13,5,2017-06-24,13
2017,6,24,14,5,2017-06-24,11
2017,6,24,15,5,2017-06-24,12
2017,6,24,16,5,2017-06-24,19
2017,6,24,17,5,2017-06-24,13
2017,6,24,18,5,2017-06-24,11
2017,6,24,19,5,2017-06-24,10
2017,6,24,20,5,2017-06-24,9
2017,6,24,21,5,2017-06-24,7
2017,6,24,22,5,2017-06-24,8
2017,6,24,23,5,2017-06-24,5
2017,6,25,0,6,2017-06-25,3
2017,6,25,1,6,2017-06-25,10
2017,6,25,2,6,2017-06-25,1
2017,6,25,3,6,2017-06-25,2
2017,6,25,4,6,2017-06-25,3
2017,6,25,5,6,2017-06-25,1
2017,6,25,6,6,2017-06-25,4
2017,6,25,7,6,2017-06-25,2
2017,6,25,8,6,2017-06-25,3
2017,6,25,9,6,2017-06-25,2
2017,6,25,10,6,2017-06-25,6
2017,6,25,11,6,2017-06-25,17
2017,6,25,12,6,2017-06-25,11
2017,6,25,13,6,2017-06-25,16
2017,6,25,14,6,2017-06-25,9
2017,6,25,15,6,2017-06-25,11
2017,6,25,16,6,2017-06-25,10
2017,6,25,17,6,2017-06-25,19
2017,6,25,18,6,2017-06-25,7
2017,6,25,19,6,2017-06-25,3
2017,6,25,20,6,2017-06-25,15
2017,6,25,21,6,2017-06-25,4
2017,6,25,22,6,2017-06-25,7
2017,6,25,23,6,2017-06-25,1
2017,6,26,0,0,2017-06-26,4
2017,6,26,1,0,2017-06-26,2
2017,6,26,2,0,2017-06-26,5
2017,6,26,3,0,2017-06-26,0
2017,6,26,4,0,2017-06-26,1
2017,6,26,5,0,2017-06-26,9
2017,6,26,6,0,2017-06-26,115
2017,6,26,7,0,2017-06-26,19
2017,6,26,8,0,2017-06-26,22
2017,6,26,9,0,2017-06-26,27
2017,6,26,10,0,2017-06-26,8
2017,6,26,11,0,2017-06-26,6
2017,6,26,12,0,2017-06-26,7
2017,6,26,13,0,2017-06-26,13
2017,6,26,14,0,2017-06-26,14
2017,6,26,15,0,2017-06-26,9
2017,6,26,16,0,2017-06-26,14
2017,6,26,17,0,2017-06-26,32
2017,6,26,18,0,2017-06-26,45
2017,6,26,19,0,2017-06-26,26
2017,6,26,20,0,2017-06-26,12
2017,6,26,21,0,2017-06-26,7
2017,6,26,22,0,2017-06-26,7
2017,6,26,23,0,2017-06-26,2
2017,6,27,0,1,2017-06-27,3
2017,6,27,1,1,2017-06-27,0
2017,6,27,2,1,2017-06-27,0
2017,6,27,3,1,2017-06-27,1
2017,6,27,4,1,2017-06-27,1
2017,6,27,5,1,2017-06-27,0
2017,6,27,6,1,2017-06-27,49
2017,6,27,7,1,2017-06-27,105
2017,6,27,8,1,2017-06-27,38
2017,6,27,9,1,2017-06-27,30
2017,6,27,10,1,2017-06-27,10
2017,6,27,11,1,2017-06-27,10
2017,6,27,12,1,2017-06-27,13
2017,6,27,13,1,2017-06-27,9
2017,6,27,14,1,2017-06-27,21
2017,6,27,15,1,2017-06-27,16
2017,6,27,16,1,2017-06-27,9
2017,6,27,17,1,2017-06-27,32
2017,6,27,18,1,2017-06-27,43
2017,6,27,19,1,2017-06-27,25
2017,6,27,20,1,2017-06-27,12
2017,6,27,21,1,2017-06-27,4
2017,6,27,22,1,2017-06-27,11
2017,6,27,23,1,2017-06-27,5
2017,6,28,0,2,2017-06-28,2
2017,6,28,1,2,2017-06-28,2
2017,6,28,2,2,2017-06-28,0
2017,6,28,3,2,2017-06-28,0
2017,6,28,4,2,2017-06-28,4
2017,6,28,5,2,2017-06-28,5
2017,6,28,6,2,2017-06-28,91
2017,6,28,7,2,2017-06-28,82
2017,6,28,8,2,2017-06-28,27
2017,6,28,9,2,2017-06-28,31
2017,6,28,10,2,2017-06-28,8
2017,6,28,11,2,2017-06-28,6
2017,6,28,12,2,2017-06-28,7
2017,6,28,13,2,2017-06-28,6
2017,6,28,14,2,2017-06-28,10
2017,6,28,15,2,2017-06-28,10
2017,6,28,16,2,2017-06-28,14
2017,6,28,17,2,2017-06-28,29
2017,6,28,18,2,2017-06-28,48
2017,6,28,19,2,2017-06-28,32
2017,6,28,20,2,2017-06-28,23
2017,6,28,21,2,2017-06-28,9
2017,6,28,22,2,2017-06-28,5
2017,6,28,23,2,2017-06-28,1
2017,6,29,0,3,2017-06-29,0
2017,6,29,1,3,2017-06-29,2
2017,6,29,2,3,2017-06-29,0
2017,6,29,3,3,2017-06-29,1
2017,6,29,4,3,2017-06-29,1
2017,6,29,5,3,2017-06-29,5
2017,6,29,6,3,2017-06-29,115
2017,6,29,7,3,2017-06-29,53
2017,6,29,8,3,2017-06-29,40
2017,6,29,9,3,2017-06-29,20
2017,6,29,10,3,2017-06-29,7
2017,6,29,11,3,2017-06-29,5
2017,6,29,12,3,2017-06-29,12
2017,6,29,13,3,2017-06-29,17
2017,6,29,14,3,2017-06-29,11
2017,6,29,15,3,2017-06-29,8
2017,6,29,16,3,2017-06-29,15
2017,6,29,17,3,2017-06-29,24
2017,6,29,18,3,2017-06-29,32
2017,6,29,19,3,2017-06-29,33
2017,6,29,20,3,2017-06-29,18
2017,6,29,21,3,2017-06-29,10
2017,6,29,22,3,2017-06-29,7
2017,6,29,23,3,2017-06-29,1
2017,6,30,0,4,2017-06-30,4
2017,6,30,1,4,2017-06-30,1
2017,6,30,2,4,2017-06-30,1
2017,6,30,3,4,2017-06-30,0
2017,6,30,4,4,2017-06-30,1
2017,6,30,5,4,2017-06-30,5
2017,6,30,6,4,2017-06-30,71
2017,6,30,7,4,2017-06-30,100
2017,6,30,8,4,2017-06-30,42
2017,6,30,9,4,2017-06-30,23
2017,6,30,10,4,2017-06-30,9
2017,6,30,11,4,2017-06-30,7
2017,6,30,12,4,2017-06-30,14
2017,6,30,13,4,2017-06-30,13
2017,6,30,14,4,2017-06-30,14
2017,6,30,15,4,2017-06-30,14
2017,6,30,16,4,2017-06-30,10
2017,6,30,17,4,2017-06-30,29
2017,6,30,18,4,2017-06-30,29
2017,6,30,19,4,2017-06-30,10
2017,6,30,20,4,2017-06-30,7
2017,6,30,21,4,2017-06-30,2
2017,6,30,22,4,2017-06-30,8
2017,6,30,23,4,2017-06-30,4
2017,7,1,0,5,2017-07-01,2
2017,7,1,1,5,2017-07-01,1
2017,7,1,2,5,2017-07-01,2
2017,7,1,3,5,2017-07-01,0
2017,7,1,4,5,2017-07-01,0
2017,7,1,5,5,2017-07-01,0
2017,7,1,6,5,2017-07-01,2
2017,7,1,7,5,2017-07-01,5
2017,7,1,8,5,2017-07-01,4
2017,7,1,9,5,2017-07-01,8
2017,7,1,10,5,2017-07-01,8
2017,7,1,11,5,2017-07-01,6
2017,7,1,12,5,2017-07-01,6
