year,month,day,hour,ausleihen,holidays,weekday,workday,tempC,precipMM,humidity,windspeedKmph,weatherDesc2,starttime,ausleihen1woche
2017,6,13,23,1,0,1,1,23,0.7,88,8,Patchy rain possible,2017-06-13 23:00:00,1
2017,6,14,0,7,0,2,1,22,1.3,89,8,Patchy rain possible,2017-06-14 00:00:00,0
2017,6,14,1,1,0,2,1,22,0.7,90,10,Patchy rain possible,2017-06-14 01:00:00,1
2017,6,14,4,1,0,2,1,20,1.4,90,12,Moderate or heavy rain shower,2017-06-14 04:00:00,1
2017,6,14,5,1,0,2,1,21,3.3,88,10,Torrential rain shower,2017-06-14 05:00:00,3
2017,6,14,6,6,0,2,1,21,4.4,86,8,Torrential rain shower,2017-06-14 06:00:00,4
2017,6,14,7,12,0,2,1,22,2.2,79,9,Torrential rain shower,2017-06-14 07:00:00,20
2017,6,14,8,17,0,2,1,23,0.1,73,10,Patchy rain possible,2017-06-14 08:00:00,27
2017,6,14,9,13,0,2,1,24,0.1,67,11,Patchy rain possible,2017-06-14 09:00:00,21
2017,6,14,10,11,0,2,1,25,0.0,63,9,Patchy rain possible,2017-06-14 10:00:00,16
2017,6,14,11,20,0,2,1,26,0.1,59,7,Sunny,2017-06-14 11:00:00,11
2017,6,14,12,14,0,2,1,27,0.1,55,5,Sunny,2017-06-14 12:00:00,12
2017,6,14,13,19,0,2,1,27,0.0,56,7,Sunny,2017-06-14 13:00:00,9
2017,6,14,14,29,0,2,1,26,0.0,57,9,Sunny,2017-06-14 14:00:00,17
2017,6,14,15,17,0,2,1,26,0.0,57,11,Sunny,2017-06-14 15:00:00,26
2017,6,14,16,25,0,2,1,25,0.0,63,10,Sunny,2017-06-14 16:00:00,28
2017,6,14,17,80,0,2,1,24,0.0,69,10,Sunny,2017-06-14 17:00:00,51
2017,6,14,18,89,0,2,1,23,0.0,74,9,Clear,2017-06-14 18:00:00,62
2017,6,14,19,46,0,2,1,22,0.0,75,9,Clear,2017-06-14 19:00:00,43
2017,6,14,20,31,0,2,1,21,0.0,76,9,Clear,2017-06-14 20:00:00,37
2017,6,14,21,22,0,2,1,21,0.0,77,10,Clear,2017-06-14 21:00:00,11
2017,6,14,22,13,0,2,1,20,0.0,77,8,Clear,2017-06-14 22:00:00,5
2017,6,14,23,5,0,2,1,19,0.0,78,6,Clear,2017-06-14 23:00:00,1
2017,6,15,1,3,0,3,1,18,0.0,77,6,Clear,2017-06-15 01:00:00,0
2017,6,15,2,1,0,3,1,18,0.0,76,8,Clear,2017-06-15 02:00:00,0
2017,6,15,5,5,0,3,1,18,0.0,72,9,Clear,2017-06-15 05:00:00,2
2017,6,15,6,4,0,3,1,19,0.0,71,8,Sunny,2017-06-15 06:00:00,3
2017,6,15,7,24,0,3,1,20,0.0,67,11,Sunny,2017-06-15 07:00:00,19
2017,6,15,8,36,0,3,1,21,0.0,63,13,Partly cloudy,2017-06-15 08:00:00,28
2017,6,15,9,23,0,3,1,22,0.0,59,16,Partly cloudy,2017-06-15 09:00:00,22
2017,6,15,10,12,0,3,1,22,0.0,58,16,Partly cloudy,2017-06-15 10:00:00,16
2017,6,15,11,15,0,3,1,22,0.0,57,17,Sunny,2017-06-15 11:00:00,12
2017,6,15,12,17,0,3,1,22,0.0,56,17,Sunny,2017-06-15 12:00:00,14
2017,6,15,13,18,0,3,1,22,0.0,56,18,Sunny,2017-06-15 13:00:00,24
2017,6,15,14,18,0,3,1,22,0.0,57,19,Partly cloudy,2017-06-15 14:00:00,13
2017,6,15,15,19,0,3,1,21,0.0,58,20,Partly cloudy,2017-06-15 15:00:00,13
2017,6,15,16,21,0,3,1,20,0.0,63,17,Partly cloudy,2017-06-15 16:00:00,20
2017,6,15,17,79,0,3,1,19,0.0,68,15,Partly cloudy,2017-06-15 17:00:00,40
2017,6,15,18,81,0,3,1,18,0.0,73,12,Partly cloudy,2017-06-15 18:00:00,62
2017,6,15,19,73,0,3,1,18,0.0,75,13,Partly cloudy,2017-06-15 19:00:00,52
2017,6,15,20,57,0,3,1,17,0.0,77,15,Clear,2017-06-15 20:00:00,16
2017,6,15,21,15,0,3,1,17,0.0,79,17,Clear,2017-06-15 21:00:00,14
2017,6,15,22,6,0,3,1,17,0.0,81,15,Clear,2017-06-15 22:00:00,9
2017,6,15,23,8,0,3,1,17,0.0,82,13,Clear,2017-06-15 23:00:00,2
2017,6,16,0,5,0,4,1,16,0.0,83,12,Clear,2017-06-16 00:00:00,4
2017,6,16,1,2,0,4,1,16,0.0,85,14,Clear,2017-06-16 01:00:00,2
2017,6,16,6,6,0,4,1,18,0.1,89,13,Light drizzle,2017-06-16 06:00:00,4
2017,6,16,7,18,0,4,1,18,0.0,88,15,Light drizzle,2017-06-16 07:00:00,24
2017,6,16,8,33,0,4,1,19,0.1,88,16,Light drizzle,2017-06-16 08:00:00,35
2017,6,16,9,23,0,4,1,19,0.1,88,17,Light drizzle,2017-06-16 09:00:00,17
2017,6,16,10,12,0,4,1,20,0.0,88,14,Light drizzle,2017-06-16 10:00:00,18
2017,6,16,11,15,0,4,1,20,0.1,88,10,Light drizzle,2017-06-16 11:00:00,21
2017,6,16,12,26,0,4,1,21,0.1,88,7,Light drizzle,2017-06-16 12:00:00,14
2017,6,16,13,18,0,4,1,20,0.1,89,8,Light drizzle,2017-06-16 13:00:00,17
2017,6,16,14,25,0,4,1,20,0.6,91,10,Light rain shower,2017-06-16 14:00:00,31
2017,6,16,15,23,0,4,1,20,0.8,92,11,Light rain shower,2017-06-16 15:00:00,35
2017,6,16,16,20,0,4,1,20,0.4,92,10,Light rain shower,2017-06-16 16:00:00,29
2017,6,16,17,46,0,4,1,20,0.8,93,9,Light rain shower,2017-06-16 17:00:00,81
2017,6,16,18,40,0,4,1,20,1.1,93,9,Light rain shower,2017-06-16 18:00:00,70
2017,6,16,19,18,0,4,1,20,0.6,94,9,Light rain shower,2017-06-16 19:00:00,58
2017,6,16,20,21,0,4,1,19,0.4,95,10,Light rain shower,2017-06-16 20:00:00,36
2017,6,16,21,14,0,4,1,18,0.6,95,11,Light rain shower,2017-06-16 21:00:00,24
2017,6,16,22,4,0,4,1,18,0.3,96,10,Light rain shower,2017-06-16 22:00:00,17
2017,6,16,23,9,0,4,1,18,0.4,97,9,Light rain shower,2017-06-16 23:00:00,7
2017,6,17,0,7,0,5,0,18,0.9,97,9,Light rain shower,2017-06-17 00:00:00,6
2017,6,17,1,3,0,5,0,18,0.4,97,8,Light rain shower,2017-06-17 01:00:00,4
2017,6,17,2,2,0,5,0,18,1.1,97,8,Moderate or heavy rain shower,2017-06-17 02:00:00,0
2017,6,17,3,3,0,5,0,18,1.4,97,8,Moderate or heavy rain shower,2017-06-17 03:00:00,2
2017,6,17,5,1,0,5,0,19,1.7,94,4,Moderate or heavy rain shower,2017-06-17 05:00:00,1
2017,6,17,6,2,0,5,0,20,2.3,92,2,Moderate or heavy rain shower,2017-06-17 06:00:00,7
2017,6,17,7,2,0,5,0,21,1.2,90,2,Moderate or heavy rain shower,2017-06-17 07:00:00,2
2017,6,17,8,7,0,5,0,21,0.7,88,3,Light rain shower,2017-06-17 08:00:00,10
2017,6,17,9,15,0,5,0,22,0.9,86,3,Light rain shower,2017-06-17 09:00:00,23
2017,6,17,10,17,0,5,0,23,0.4,86,5,Light rain shower,2017-06-17 10:00:00,29
2017,6,17,11,25,0,5,0,23,1.3,86,7,Moderate or heavy rain shower,2017-06-17 11:00:00,44
2017,6,17,12,7,0,5,0,23,1.7,85,9,Moderate or heavy rain shower,2017-06-17 12:00:00,31
2017,6,17,14,7,0,5,0,23,0.3,86,11,Light rain shower,2017-06-17 14:00:00,50
2017,6,17,15,16,0,5,0,22,0.4,86,12,Light rain shower,2017-06-17 15:00:00,28
2017,6,17,16,23,0,5,0,22,0.2,88,10,Light rain shower,2017-06-17 16:00:00,45
2017,6,17,17,25,0,5,0,22,0.5,90,9,Light rain shower,2017-06-17 17:00:00,47
2017,6,17,18,31,0,5,0,22,0.7,93,7,Light rain shower,2017-06-17 18:00:00,47
2017,6,17,19,23,0,5,0,21,0.4,94,8,Light rain shower,2017-06-17 19:00:00,53
2017,6,17,20,21,0,5,0,21,1.2,96,9,Moderate or heavy rain shower,2017-06-17 20:00:00,22
2017,6,17,21,6,0,5,0,20,1.6,97,9,Moderate or heavy rain shower,2017-06-17 21:00:00,45
2017,6,17,22,5,0,5,0,20,0.8,97,9,Moderate or heavy rain shower,2017-06-17 22:00:00,25
2017,6,17,23,8,0,5,0,20,1.9,97,9,Moderate or heavy rain shower,2017-06-17 23:00:00,18
2017,6,18,0,6,0,6,0,20,3.8,98,8,Moderate or heavy rain shower,2017-06-18 00:00:00,3
2017,6,18,1,1,0,6,0,20,1.9,98,9,Moderate or heavy rain shower,2017-06-18 01:00:00,0
2017,6,18,2,2,0,6,0,20,0.1,98,9,Light rain shower,2017-06-18 02:00:00,2
2017,6,18,6,2,0,6,0,22,0.1,94,9,Light rain shower,2017-06-18 06:00:00,4
2017,6,18,7,5,0,6,0,23,0.0,91,10,Light rain shower,2017-06-18 07:00:00,6
2017,6,18,8,5,0,6,0,24,3.4,87,11,Torrential rain shower,2017-06-18 08:00:00,14
2017,6,18,9,9,0,6,0,25,4.5,84,12,Torrential rain shower,2017-06-18 09:00:00,10
2017,6,18,10,17,0,6,0,26,2.2,82,15,Torrential rain shower,2017-06-18 10:00:00,16
2017,6,18,11,32,0,6,0,26,6.7,80,18,Torrential rain shower,2017-06-18 11:00:00,35
2017,6,18,12,41,0,6,0,27,8.9,78,21,Torrential rain shower,2017-06-18 12:00:00,51
2017,6,18,13,43,0,6,0,26,4.5,80,23,Torrential rain shower,2017-06-18 13:00:00,23
2017,6,18,14,58,0,6,0,26,2.0,82,25,Moderate or heavy rain shower,2017-06-18 14:00:00,43
2017,6,18,15,33,0,6,0,26,2.6,84,27,Moderate or heavy rain shower,2017-06-18 15:00:00,26
2017,6,18,16,43,0,6,0,25,1.3,87,24,Moderate or heavy rain shower,2017-06-18 16:00:00,59
2017,6,18,17,46,0,6,0,25,3.9,89,21,Torrential rain shower,2017-06-18 17:00:00,50
2017,6,18,18,38,0,6,0,24,5.2,91,18,Torrential rain shower,2017-06-18 18:00:00,59
2017,6,18,19,47,0,6,0,24,2.6,92,19,Torrential rain shower,2017-06-18 19:00:00,47
2017,6,18,20,39,0,6,0,23,2.8,93,21,Torrential rain shower,2017-06-18 20:00:00,32
2017,6,18,21,33,0,6,0,23,3.8,95,22,Torrential rain shower,2017-06-18 21:00:00,25
2017,6,18,22,9,0,6,0,22,1.9,94,20,Torrential rain shower,2017-06-18 22:00:00,11
2017,6,18,23,3,0,6,0,22,3.6,94,18,Torrential rain shower,2017-06-18 23:00:00,3
2017,6,19,5,1,0,0,1,23,2.8,91,17,Torrential rain shower,2017-06-19 05:00:00,2
2017,6,19,6,5,0,0,1,24,3.8,90,14,Torrential rain shower,2017-06-19 06:00:00,5
2017,6,19,7,16,0,0,1,24,1.9,88,18,Torrential rain shower,2017-06-19 07:00:00,16
2017,6,19,8,35,0,0,1,25,3.5,87,22,Torrential rain shower,2017-06-19 08:00:00,29
2017,6,19,9,18,0,0,1,26,4.7,86,26,Torrential rain shower,2017-06-19 09:00:00,17
2017,6,19,10,17,0,0,1,26,2.4,84,26,Torrential rain shower,2017-06-19 10:00:00,2
2017,6,19,11,17,0,0,1,26,5.4,83,25,Torrential rain shower,2017-06-19 11:00:00,8
2017,6,19,12,10,0,0,1,27,7.2,81,25,Torrential rain shower,2017-06-19 12:00:00,6
2017,6,19,13,17,0,0,1,26,3.6,82,27,Torrential rain shower,2017-06-19 13:00:00,16
2017,6,19,14,15,0,0,1,26,5.1,84,28,Torrential rain shower,2017-06-19 14:00:00,17
2017,6,19,15,15,0,0,1,25,6.8,86,29,Torrential rain shower,2017-06-19 15:00:00,18
2017,6,19,16,18,0,0,1,25,3.4,87,22,Torrential rain shower,2017-06-19 16:00:00,11
2017,6,19,17,6,0,0,1,24,9.2,88,14,Torrential rain shower,2017-06-19 17:00:00,62
2017,6,19,18,2,0,0,1,24,12.3,89,7,Torrential rain shower,2017-06-19 18:00:00,61
2017,6,19,19,2,0,0,1,23,6.2,92,10,Torrential rain shower,2017-06-19 19:00:00,45
2017,6,19,20,3,0,0,1,22,0.3,94,14,Light rain,2017-06-19 20:00:00,55
2017,6,19,21,3,0,0,1,21,0.4,97,17,Light rain,2017-06-19 21:00:00,16
2017,6,19,22,1,0,0,1,21,0.2,97,15,Light rain,2017-06-19 22:00:00,5
2017,6,20,0,1,0,1,1,21,2.5,98,11,Moderate or heavy rain shower,2017-06-20 00:00:00,1
2017,6,20,4,1,0,1,1,21,0.0,92,12,Mist,2017-06-20 04:00:00,1
2017,6,20,5,3,0,1,1,21,0.0,88,12,Clear,2017-06-20 05:00:00,5
2017,6,20,6,5,0,1,1,21,0.0,83,13,Sunny,2017-06-20 06:00:00,9
2017,6,20,7,11,0,1,1,22,0.0,75,16,Sunny,2017-06-20 07:00:00,31
2017,6,20,8,44,0,1,1,23,0.0,67,19,Sunny,2017-06-20 08:00:00,39
2017,6,20,9,22,0,1,1,24,0.0,60,23,Sunny,2017-06-20 09:00:00,21
2017,6,20,10,15,0,1,1,25,0.0,57,21,Sunny,2017-06-20 10:00:00,11
2017,6,20,11,24,0,1,1,25,0.0,55,20,Sunny,2017-06-20 11:00:00,22
2017,6,20,12,17,0,1,1,26,0.0,52,19,Sunny,2017-06-20 12:00:00,8
2017,6,20,13,21,0,1,1,26,0.0,53,20,Sunny,2017-06-20 13:00:00,13
2017,6,20,14,25,0,1,1,26,0.0,54,21,Sunny,2017-06-20 14:00:00,14
2017,6,20,15,17,0,1,1,26,0.0,55,22,Sunny,2017-06-20 15:00:00,14
2017,6,20,16,18,0,1,1,25,0.0,60,18,Sunny,2017-06-20 16:00:00,20
2017,6,20,17,74,0,1,1,24,0.0,66,13,Sunny,2017-06-20 17:00:00,47
2017,6,20,18,91,0,1,1,23,0.0,71,9,Clear,2017-06-20 18:00:00,63
2017,6,20,19,71,0,1,1,22,0.0,72,11,Clear,2017-06-20 19:00:00,47
2017,6,20,20,50,0,1,1,21,0.0,72,13,Clear,2017-06-20 20:00:00,51
2017,6,20,21,28,0,1,1,20,0.0,73,15,Clear,2017-06-20 21:00:00,25
2017,6,20,22,7,0,1,1,20,0.0,76,14,Clear,2017-06-20 22:00:00,14
2017,6,20,23,5,0,1,1,20,0.0,79,12,Clear,2017-06-20 23:00:00,1
2017,6,21,0,2,0,2,1,19,0.1,81,11,Clear,2017-06-21 00:00:00,7
2017,6,21,4,1,0,2,1,20,0.1,81,10,Clear,2017-06-21 04:00:00,1
2017,6,21,5,4,0,2,1,21,0.1,78,9,Clear,2017-06-21 05:00:00,1
2017,6,21,6,7,0,2,1,22,0.2,74,8,Sunny,2017-06-21 06:00:00,6
2017,6,21,7,27,0,2,1,23,0.1,68,11,Sunny,2017-06-21 07:00:00,12
2017,6,21,8,46,0,2,1,24,0.0,63,14,Sunny,2017-06-21 08:00:00,17
2017,6,21,9,23,0,2,1,25,0.0,57,17,Sunny,2017-06-21 09:00:00,13
2017,6,21,10,17,0,2,1,26,0.0,56,16,Sunny,2017-06-21 10:00:00,11
2017,6,21,11,14,0,2,1,26,0.0,55,15,Partly cloudy,2017-06-21 11:00:00,20
2017,6,21,12,17,0,2,1,26,0.0,54,14,Partly cloudy,2017-06-21 12:00:00,14
2017,6,21,13,23,0,2,1,26,0.0,55,16,Partly cloudy,2017-06-21 13:00:00,19
2017,6,21,14,19,0,2,1,26,0.2,56,18,Patchy rain possible,2017-06-21 14:00:00,29
2017,6,21,15,21,0,2,1,26,0.2,57,20,Patchy rain possible,2017-06-21 15:00:00,17
2017,6,21,16,19,0,2,1,25,0.1,63,16,Patchy rain possible,2017-06-21 16:00:00,25
2017,6,21,17,66,0,2,1,24,0.2,69,12,Patchy rain possible,2017-06-21 17:00:00,80
2017,6,21,18,101,0,2,1,23,0.3,75,8,Patchy rain possible,2017-06-21 18:00:00,89
2017,6,21,19,49,0,2,1,22,0.1,76,10,Patchy rain possible,2017-06-21 19:00:00,46
2017,6,21,20,32,0,2,1,21,0.0,77,12,Clear,2017-06-21 20:00:00,31
2017,6,21,21,21,0,2,1,20,0.0,78,13,Clear,2017-06-21 21:00:00,22
2017,6,21,22,15,0,2,1,20,0.0,78,11,Clear,2017-06-21 22:00:00,13
2017,6,21,23,8,0,2,1,20,0.0,77,9,Clear,2017-06-21 23:00:00,5
2017,6,22,0,4,0,3,1,19,0.1,77,6,Clear,2017-06-22 00:00:00,0
2017,6,22,4,1,0,3,1,22,0.0,75,5,Clear,2017-06-22 04:00:00,0
2017,6,22,5,2,0,3,1,23,0.0,72,4,Clear,2017-06-22 05:00:00,5
2017,6,22,6,6,0,3,1,24,0.0,70,2,Sunny,2017-06-22 06:00:00,4
2017,6,22,7,21,0,3,1,25,0.0,66,3,Sunny,2017-06-22 07:00:00,24
2017,6,22,8,32,0,3,1,25,0.0,62,5,Sunny,2017-06-22 08:00:00,36
2017,6,22,9,30,0,3,1,26,0.0,59,6,Sunny,2017-06-22 09:00:00,23
2017,6,22,10,22,0,3,1,26,0.0,59,8,Sunny,2017-06-22 10:00:00,12
2017,6,22,11,12,0,3,1,26,0.0,60,10,Partly cloudy,2017-06-22 11:00:00,15
2017,6,22,12,17,0,3,1,26,0.0,60,12,Partly cloudy,2017-06-22 12:00:00,17
2017,6,22,13,26,0,3,1,26,0.0,62,14,Partly cloudy,2017-06-22 13:00:00,18
2017,6,22,14,17,0,3,1,26,0.0,64,15,Sunny,2017-06-22 14:00:00,18
2017,6,22,15,29,0,3,1,26,0.0,65,17,Sunny,2017-06-22 15:00:00,19
2017,6,22,16,38,0,3,1,25,0.0,71,14,Sunny,2017-06-22 16:00:00,21
2017,6,22,17,48,0,3,1,25,0.0,77,12,Sunny,2017-06-22 17:00:00,79
2017,6,22,18,49,0,3,1,24,0.0,84,9,Clear,2017-06-22 18:00:00,81
2017,6,22,19,34,0,3,1,23,0.0,85,11,Clear,2017-06-22 19:00:00,73
2017,6,22,20,49,0,3,1,23,0.0,86,12,Clear,2017-06-22 20:00:00,57
2017,6,22,21,25,0,3,1,22,0.0,88,13,Clear,2017-06-22 21:00:00,15
2017,6,22,22,8,0,3,1,22,0.0,89,12,Clear,2017-06-22 22:00:00,6
2017,6,22,23,10,0,3,1,22,0.0,90,10,Partly cloudy,2017-06-22 23:00:00,8
2017,6,23,0,3,0,4,1,22,0.0,91,9,Partly cloudy,2017-06-23 00:00:00,5
2017,6,23,1,2,0,4,1,22,0.0,93,10,Partly cloudy,2017-06-23 01:00:00,2
2017,6,23,4,1,0,4,1,22,0.8,93,11,Moderate or heavy rain shower,2017-06-23 04:00:00,0
2017,6,23,5,1,0,4,1,23,1.4,90,9,Moderate or heavy rain shower,2017-06-23 05:00:00,0
2017,6,23,6,2,0,4,1,24,1.9,87,8,Moderate or heavy rain shower,2017-06-23 06:00:00,6
2017,6,23,7,24,0,4,1,24,1.0,84,12,Moderate or heavy rain shower,2017-06-23 07:00:00,18
2017,6,23,8,48,0,4,1,25,0.5,81,17,Light rain shower,2017-06-23 08:00:00,33
2017,6,23,9,19,0,4,1,26,0.7,78,22,Light rain shower,2017-06-23 09:00:00,23
2017,6,23,10,12,0,4,1,26,0.4,77,22,Light rain shower,2017-06-23 10:00:00,12
2017,6,23,11,14,0,4,1,26,1.0,76,21,Moderate or heavy rain shower,2017-06-23 11:00:00,15
2017,6,23,12,17,0,4,1,27,1.3,75,21,Moderate or heavy rain shower,2017-06-23 12:00:00,26
2017,6,23,13,21,0,4,1,27,0.7,75,21,Moderate or heavy rain shower,2017-06-23 13:00:00,18
2017,6,23,14,22,0,4,1,27,0.1,75,22,Light rain shower,2017-06-23 14:00:00,25
2017,6,23,15,16,0,4,1,27,0.1,74,23,Light rain shower,2017-06-23 15:00:00,23
2017,6,23,16,29,0,4,1,26,0.0,79,20,Light rain shower,2017-06-23 16:00:00,20
2017,6,23,17,56,0,4,1,26,1.1,83,17,Moderate or heavy rain shower,2017-06-23 17:00:00,46
2017,6,23,18,36,0,4,1,25,1.5,87,14,Moderate or heavy rain shower,2017-06-23 18:00:00,40
2017,6,23,19,24,0,4,1,24,0.7,89,17,Moderate or heavy rain shower,2017-06-23 19:00:00,18
2017,6,23,20,8,0,4,1,24,4.3,92,20,Torrential rain shower,2017-06-23 20:00:00,21
2017,6,23,21,9,0,4,1,23,5.8,94,23,Torrential rain shower,2017-06-23 21:00:00,14
2017,6,23,22,6,0,4,1,23,2.9,92,21,Torrential rain shower,2017-06-23 22:00:00,4
2017,6,23,23,5,0,4,1,23,5.5,91,18,Torrential rain shower,2017-06-23 23:00:00,9
2017,6,24,0,6,0,5,0,23,11.1,90,15,Torrential rain shower,2017-06-24 00:00:00,7
2017,6,24,1,1,0,5,0,23,5.5,91,16,Torrential rain shower,2017-06-24 01:00:00,3
2017,6,24,4,2,0,5,0,22,0.7,93,14,Moderate or heavy rain shower,2017-06-24 04:00:00,0
2017,6,24,8,3,0,5,0,24,0.1,77,16,Sunny,2017-06-24 08:00:00,7
2017,6,24,9,4,0,5,0,26,0.1,69,22,Sunny,2017-06-24 09:00:00,15
2017,6,24,10,12,0,5,0,26,0.0,63,23,Sunny,2017-06-24 10:00:00,17
2017,6,24,11,36,0,5,0,27,0.0,56,23,Sunny,2017-06-24 11:00:00,25
2017,6,24,12,23,0,5,0,28,0.0,50,24,Sunny,2017-06-24 12:00:00,7
2017,6,24,13,52,0,5,0,28,0.0,50,21,Sunny,2017-06-24 13:00:00,0
2017,6,24,14,51,0,5,0,28,0.0,50,19,Sunny,2017-06-24 14:00:00,7
2017,6,24,15,55,0,5,0,27,0.0,51,17,Sunny,2017-06-24 15:00:00,16
2017,6,24,16,42,0,5,0,26,0.0,58,15,Sunny,2017-06-24 16:00:00,23
2017,6,24,17,59,0,5,0,25,0.0,64,13,Sunny,2017-06-24 17:00:00,25
2017,6,24,18,49,0,5,0,24,0.0,71,11,Clear,2017-06-24 18:00:00,31
2017,6,24,19,56,0,5,0,23,0.0,71,12,Clear,2017-06-24 19:00:00,23
2017,6,24,20,50,0,5,0,23,0.0,71,14,Clear,2017-06-24 20:00:00,21
2017,6,24,21,30,0,5,0,22,0.0,72,15,Clear,2017-06-24 21:00:00,6
2017,6,24,22,18,0,5,0,21,0.0,73,13,Clear,2017-06-24 22:00:00,5
2017,6,24,23,13,0,5,0,21,0.0,74,11,Clear,2017-06-24 23:00:00,8
2017,6,25,0,8,0,6,0,20,0.0,76,9,Clear,2017-06-25 00:00:00,6
2017,6,25,1,7,0,6,0,20,0.0,75,9,Clear,2017-06-25 01:00:00,1
2017,6,25,2,2,0,6,0,19,0.0,75,9,Clear,2017-06-25 02:00:00,2
2017,6,25,3,1,0,6,0,19,0.0,75,9,Clear,2017-06-25 03:00:00,0
2017,6,25,6,3,0,6,0,22,0.0,68,1,Sunny,2017-06-25 06:00:00,2
2017,6,25,7,2,0,6,0,23,0.0,64,3,Sunny,2017-06-25 07:00:00,5
2017,6,25,8,15,0,6,0,24,0.0,61,5,Sunny,2017-06-25 08:00:00,5
2017,6,25,9,17,0,6,0,25,0.0,58,7,Sunny,2017-06-25 09:00:00,9
2017,6,25,10,30,0,6,0,25,0.0,57,9,Sunny,2017-06-25 10:00:00,17
2017,6,25,11,54,0,6,0,25,0.0,56,11,Sunny,2017-06-25 11:00:00,32
2017,6,25,12,34,0,6,0,25,0.0,55,13,Sunny,2017-06-25 12:00:00,41
2017,6,25,13,40,0,6,0,25,0.0,56,14,Sunny,2017-06-25 13:00:00,43
2017,6,25,14,41,0,6,0,25,0.1,56,16,Patchy rain possible,2017-06-25 14:00:00,58
2017,6,25,15,47,0,6,0,25,0.2,57,17,Patchy rain possible,2017-06-25 15:00:00,33
2017,6,25,16,24,0,6,0,24,0.1,61,14,Patchy rain possible,2017-06-25 16:00:00,43
2017,6,25,17,51,0,6,0,23,0.2,65,11,Sunny,2017-06-25 17:00:00,46
2017,6,25,18,32,0,6,0,22,0.3,70,8,Clear,2017-06-25 18:00:00,38
2017,6,25,19,32,0,6,0,22,0.1,69,10,Clear,2017-06-25 19:00:00,47
2017,6,25,20,15,0,6,0,21,0.0,69,12,Clear,2017-06-25 20:00:00,39
2017,6,25,21,7,0,6,0,20,0.0,68,13,Clear,2017-06-25 21:00:00,33
2017,6,25,22,27,0,6,0,19,0.0,67,14,Clear,2017-06-25 22:00:00,9
2017,6,25,23,8,0,6,0,19,0.0,66,14,Clear,2017-06-25 23:00:00,3
2017,6,26,0,1,0,0,1,18,0.0,64,14,Clear,2017-06-26 00:00:00,0
2017,6,26,1,3,0,0,1,18,0.0,65,12,Clear,2017-06-26 01:00:00,0
2017,6,26,6,4,0,0,1,20,0.0,61,7,Sunny,2017-06-26 06:00:00,5
2017,6,26,7,22,0,0,1,21,0.0,57,9,Sunny,2017-06-26 07:00:00,16
2017,6,26,8,46,0,0,1,22,0.0,53,10,Sunny,2017-06-26 08:00:00,35
2017,6,26,9,28,0,0,1,23,0.0,49,11,Sunny,2017-06-26 09:00:00,18
2017,6,26,10,15,0,0,1,23,0.0,48,12,Sunny,2017-06-26 10:00:00,17
2017,6,26,11,13,0,0,1,24,0.0,47,12,Sunny,2017-06-26 11:00:00,17
2017,6,26,12,25,0,0,1,24,0.0,46,13,Sunny,2017-06-26 12:00:00,10
2017,6,26,13,13,0,0,1,24,0.0,50,13,Sunny,2017-06-26 13:00:00,17
2017,6,26,14,26,0,0,1,23,0.0,53,14,Sunny,2017-06-26 14:00:00,15
2017,6,26,15,17,0,0,1,23,0.0,57,15,Sunny,2017-06-26 15:00:00,15
2017,6,26,16,23,0,0,1,22,0.0,61,14,Sunny,2017-06-26 16:00:00,18
2017,6,26,17,56,0,0,1,22,0.0,66,12,Sunny,2017-06-26 17:00:00,6
2017,6,26,18,121,0,0,1,21,0.0,71,11,Clear,2017-06-26 18:00:00,2
2017,6,26,19,93,0,0,1,20,0.0,71,10,Clear,2017-06-26 19:00:00,2
2017,6,26,20,45,0,0,1,19,0.0,72,9,Clear,2017-06-26 20:00:00,3
2017,6,26,21,20,0,0,1,19,0.0,72,9,Clear,2017-06-26 21:00:00,3
2017,6,26,22,11,0,0,1,18,0.0,72,8,Clear,2017-06-26 22:00:00,1
2017,6,26,23,6,0,0,1,17,0.0,71,7,Clear,2017-06-26 23:00:00,0
2017,6,27,0,3,0,1,1,17,0.0,71,6,Clear,2017-06-27 00:00:00,1
2017,6,27,6,2,0,1,1,18,1.3,78,3,Moderate or heavy rain shower,2017-06-27 06:00:00,5
2017,6,27,7,13,0,1,1,20,0.7,73,4,Moderate or heavy rain shower,2017-06-27 07:00:00,11
2017,6,27,8,48,0,1,1,21,0.0,68,5,Sunny,2017-06-27 08:00:00,44
2017,6,27,9,21,0,1,1,22,0.0,64,6,Sunny,2017-06-27 09:00:00,22
2017,6,27,10,12,0,1,1,22,0.0,62,8,Sunny,2017-06-27 10:00:00,15
2017,6,27,11,17,0,1,1,23,0.0,60,9,Sunny,2017-06-27 11:00:00,24
2017,6,27,12,20,0,1,1,24,0.0,57,11,Sunny,2017-06-27 12:00:00,17
2017,6,27,13,16,0,1,1,24,0.0,56,14,Sunny,2017-06-27 13:00:00,21
2017,6,27,14,24,0,1,1,23,0.0,55,17,Sunny,2017-06-27 14:00:00,25
2017,6,27,15,18,0,1,1,23,0.0,54,20,Sunny,2017-06-27 15:00:00,17
2017,6,27,16,24,0,1,1,22,0.0,58,15,Sunny,2017-06-27 16:00:00,18
2017,6,27,17,88,0,1,1,21,0.0,63,11,Sunny,2017-06-27 17:00:00,74
2017,6,27,18,61,0,1,1,20,0.0,68,7,Clear,2017-06-27 18:00:00,91
